Date,daily runoff
2025-05-16,0.8243509
2025-05-17,0.8554145
2025-05-18,0.8456679
2025-05-19,0.8339842
2025-05-20,0.84492
2025-05-21,0.8469234
2025-05-22,0.8542616
2025-05-23,0.8490142
2025-05-24,0.8708221
2025-05-25,0.85143137
2025-05-26,0.8299047
