Date,weekly runoff
2025-01-19,37.169895
2025-01-20,37.194622
2025-01-21,37.211136
2025-01-22,37.103226
2025-01-23,37.09919
2025-01-24,36.989994
2025-01-25,36.95345
2025-01-26,36.898132
2025-01-27,36.85551
2025-01-28,36.806847
2025-01-29,36.635166
2025-01-30,36.568104
2025-01-31,36.396114
2025-02-01,36.296642
2025-02-02,36.17807
2025-02-03,36.071854
2025-02-04,35.959427
2025-02-05,35.724163
2025-02-06,35.594208
2025-02-07,35.36067
2025-02-08,35.201775
2025-02-09,35.026783
2025-02-10,34.86809
2025-02-11,34.708107
2025-02-12,34.431168
2025-02-13,34.266354
2025-02-14,34.005627
2025-02-15,33.82796
2025-02-16,33.643238
2025-02-17,33.48431
2025-02-18,33.333855
2025-02-19,33.07629
2025-02-20,32.940582
2025-02-21,32.718353
2025-02-22,32.588062
2025-02-23,32.45886
2025-02-24,32.362698
2025-02-25,32.281216
2025-02-26,32.097656
2025-02-27,32.039696
2025-02-28,31.897644
2025-03-01,31.848576
2025-03-02,31.800295
2025-03-03,31.783438
2025-03-04,31.778406
2025-03-05,31.667315
2025-03-06,31.676859
2025-03-07,31.596502
2025-03-08,31.602684
2025-03-09,31.602745
2025-03-10,31.627064
2025-03-11,31.655983
2025-03-12,31.571754
2025-03-13,31.60139
2025-03-14,31.534843
2025-03-15,31.549181
2025-03-16,31.552483
2025-03-17,31.575966
2025-03-18,31.600859
2025-03-19,31.510324
2025-03-20,31.532274
2025-03-21,31.45751
2025-03-22,31.463879
2025-03-23,31.460146
2025-03-24,31.478073
2025-03-25,31.499298
2025-03-26,31.407236
2025-03-27,31.42989
2025-03-28,31.357986
2025-03-29,31.369137
2025-03-30,31.371723
2025-03-31,31.397005
2025-04-01,31.426003
2025-04-02,31.341433
2025-04-03,31.370558
2025-04-04,31.303345
2025-04-05,31.316662
2025-04-06,31.318216
2025-04-07,31.338657
2025-04-08,31.358536
2025-04-09,31.260237
2025-04-10,31.270855
2025-04-11,31.180397
2025-04-12,31.165955
2025-04-13,31.135668
2025-04-14,31.120829
2025-04-15,31.102816
2025-04-16,30.965023
2025-04-17,30.935705
2025-04-18,30.806147
2025-04-19,30.754814
2025-04-20,30.691252
2025-04-21,30.64817
2025-04-22,30.608313
2025-04-23,30.456347
2025-04-24,30.421665
2025-04-25,30.2965
2025-04-26,30.260038
2025-04-27,30.222296
2025-04-28,30.21615
2025-04-29,30.224209
2025-04-30,30.130676
2025-05-01,30.164145
2025-05-02,30.115728
2025-05-03,30.163183
2025-05-04,30.214802
2025-05-05,30.301497
2025-05-06,30.403685
2025-05-07,30.403233
2025-05-08,30.526285
2025-05-09,30.561464
2025-05-10,30.68406
2025-05-11,30.799984
2025-05-12,30.937923
2025-05-13,31.076296
2025-05-14,31.095242
2025-05-15,31.219519
2025-05-16,31.236748
2025-05-17,31.32164
2025-05-18,31.379986
2025-05-19,31.440817
2025-05-20,31.48338
2025-05-21,31.389112
2025-05-22,31.38453
2025-05-23,31.259428
2025-05-24,31.19109
2025-05-25,31.088196
2025-05-26,30.982946
