Date,flood runoff
2025-05-13,0.37467015
2025-05-14,0.39301473
2025-05-15,0.37814802
2025-05-16,0.39726228
2025-05-17,0.38715896
2025-05-18,0.36452478
2025-05-19,0.35129458
2025-05-20,0.35796317
2025-05-21,0.37520087
2025-05-22,0.36000255
2025-05-23,0.3795475
2025-05-24,0.3705956
2025-05-25,0.34976438
2025-05-26,0.3388953
