Date,daily runoff
2019-09-13,0.7803733
2019-09-14,0.8104179
2019-09-15,0.85446495
2019-09-16,0.8870011
2019-09-17,0.94085956
2019-09-18,0.9702039
2019-09-19,1.0157298
2019-09-20,1.0436295
2019-09-21,1.0737065
2019-09-22,1.1123536
2019-09-23,1.134214
2019-09-24,1.172402
2019-09-25,1.1814771
2019-09-26,1.2026352
2019-09-27,1.202659
2019-09-28,1.2020172
2019-09-29,1.2078241
2019-09-30,1.1954832
2019-10-01,1.1988859
2019-10-02,1.1733677
2019-10-03,1.160879
2019-10-04,1.1289166
2019-10-05,1.0986055
2019-10-06,1.0776427
2019-10-07,1.0419269
2019-10-08,1.0257468
2019-10-09,0.9847286
2019-10-10,0.9610007
2019-10-11,0.922124
2019-10-12,0.8891732
2019-10-13,0.8696854
2019-10-14,0.8392953
2019-10-15,0.83193374
2019-10-16,0.80278546
2019-10-17,0.79346895
2019-10-18,0.77098054
2019-10-19,0.75579274
2019-10-20,0.7548199
2019-10-21,0.7430706
2019-10-22,0.7538631
2019-10-23,0.7417998
2019-10-24,0.7479619
2019-10-25,0.7388676
2019-10-26,0.73458195
2019-10-27,0.7416923
2019-10-28,0.73496777
2019-10-29,0.74757934
2019-10-30,0.73407656
2019-10-31,0.73558134
2019-11-01,0.718743
2019-11-02,0.7038424
2019-11-03,0.6977596
2019-11-04,0.6756234
2019-11-05,0.6710199
2019-11-06,0.63895625
2019-11-07,0.6210409
2019-11-08,0.5844242
2019-11-09,0.54988843
2019-11-10,0.52480114
2019-11-11,0.48475128
2019-11-12,0.4637462
2019-11-13,0.41716355
2019-11-14,0.3869232
2019-11-15,0.34042016
2019-11-16,0.29860947
2019-11-17,0.2689565
2019-11-18,0.22707286
2019-11-19,0.20691374
2019-11-20,0.1637345
2019-11-21,0.13926733
2019-11-22,0.10066163
2019-11-23,0.06857775
2019-11-24,0.05014724
2019-11-25,0.020619351
2019-11-26,0.013570194
2019-11-27,0.016129348
2019-11-28,0.027125485
2019-11-29,0.05263
2019-11-30,0.072316505
2019-12-01,0.07935107
2019-12-02,0.098737925
2019-12-03,0.09710417
2019-12-04,0.119727336
2019-12-05,0.12534454
2019-12-06,0.14720012
2019-12-07,0.16494277
2019-12-08,0.17165895
2019-12-09,0.19222282
2019-12-10,0.19308679
2019-12-11,0.21931608
2019-12-12,0.22940592
2019-12-13,0.25633785
2019-12-14,0.27948618
2019-12-15,0.2916605
2019-12-16,0.31746504
2019-12-17,0.32309768
2019-12-18,0.35339266
2019-12-19,0.36664474
2019-12-20,0.39567143
2019-12-21,0.4197239
2019-12-22,0.43153268
2019-12-23,0.45566857
2019-12-24,0.4583416
2019-12-25,0.48444232
2019-12-26,0.49236298
