Date,flood runoff
2019-08-03,0.16140056
2019-08-04,0.09519308
2019-08-05,0.13943371
2019-08-06,0.11427192
2019-08-07,0.09282815
2019-08-08,0.08918391
2019-08-09,0.078261524
2019-08-10,0.108872615
2019-08-11,0.045514025
2019-08-12,0.09377674
2019-08-13,0.07372383
2019-08-14,0.058357
2019-08-15,0.06160921
2019-08-16,0.058227967
2019-08-17,0.096827924
2019-08-18,0.04169165
2019-08-19,0.09818396
2019-08-20,0.08613551
2019-08-21,0.0783153
2019-08-22,0.08842935
2019-08-23,0.09100973
2019-08-24,0.13447292
2019-08-25,0.082925625
2019-08-26,0.14158379
2019-08-27,0.13016006
2019-08-28,0.121339396
2019-08-29,0.12878002
2019-08-30,0.12700364
2019-08-31,0.16445419
2019-09-01,0.105302945
2019-09-02,0.15486583
2019-09-03,0.13298844
2019-09-04,0.11251825
2019-09-05,0.10730136
2019-09-06,0.09206812
2019-09-07,0.11548655
2019-09-08,0.041961968
2019-09-09,0.07704862
2019-09-10,0.040828872
2019-09-11,0.006379901
2019-09-12,0.012234888
2019-09-13,0.040085014
2019-09-14,0.028323844
2019-09-15,0.11239249
2019-09-16,0.086611
2019-09-17,0.13080113
2019-09-18,0.17182066
2019-09-19,0.1955722
2019-09-20,0.22712153
2019-09-21,0.21764696
2019-09-22,0.30264086
2019-09-23,0.27649772
2019-09-24,0.3191332
2019-09-25,0.3575143
2019-09-26,0.3776636
2019-09-27,0.4047731
2019-09-28,0.39014852
2019-09-29,0.46940646
2019-09-30,0.437058
2019-10-01,0.47312388
2019-10-02,0.504661
2019-10-03,0.5177645
2019-10-04,0.5376786
2019-10-05,0.51574045
2019-10-06,0.58757657
2019-10-07,0.5476869
2019-10-08,0.57606107
2019-10-09,0.5997074
2019-10-10,0.6046571
2019-10-11,0.6160793
2019-10-12,0.58522826
2019-10-13,0.6476446
2019-10-14,0.5977434
2019-10-15,0.61543596
2019-10-16,0.6276629
2019-10-17,0.62040305
2019-10-18,0.6187927
2019-10-19,0.57407624
2019-10-20,0.6218103
2019-10-21,0.55645466
2019-10-22,0.55799454
2019-10-23,0.553475
2019-10-24,0.5290089
2019-10-25,0.509895
2019-10-26,0.447566
2019-10-27,0.47778973
2019-10-28,0.3952557
2019-10-29,0.380193
2019-10-30,0.3598987
2019-10-31,0.32074034
2019-11-01,0.2882676
2019-11-02,0.21415448
2019-11-03,0.23439337
2019-11-04,0.14387622
2019-11-05,0.12300615
2019-11-06,0.09922115
2019-11-07,0.058991797
2019-11-08,0.027929308
2019-11-09,0.04227497
2019-11-10,0.015656967
2019-11-11,0.097399585
2019-11-12,0.107220165
2019-11-13,0.117845304
2019-11-14,0.14301021
2019-11-15,0.15734671
2019-11-16,0.20943905
2019-11-17,0.16362545
2019-11-18,0.22541147
2019-11-19,0.21485056
2019-11-20,0.20501143
2019-11-21,0.20996995
2019-11-22,0.20468976
2019-11-23,0.23807043
2019-11-24,0.17474246
2019-11-25,0.22047399
2019-11-26,0.19554578
2019-11-27,0.17321388
2019-11-28,0.16769765
2019-11-29,0.15405759
2019-11-30,0.18124221
2019-12-01,0.11388238
2019-12-02,0.15769905
2019-12-03,0.13288023
2019-12-04,0.11254669
2019-12-05,0.11074411
2019-12-06,0.102326065
2019-12-07,0.13600655
2019-12-08,0.07616085
2019-12-09,0.12824003
